['closedAt'],['createdAt'],['merged'],['mergedAt'],['publishedAt'],['title']
2018-2,2018-2,False,,2018-2,added from https://github.com/jashkenas/coffee-script-tmbundle.git
2018-2,2018-2,True,2018-2,2018-2,Remove extra 'preview' from a message in markdown/package.nls.json
2018-3,2018-2,True,2018-3,2018-2,Wrong placeholder in the .desktop file
2018-3,2018-2,False,,2018-2,Prevent the same problem matcher beginning twice
2018-3,2018-3,True,2018-3,2018-3,Allow css emmet completions when abbr contains period or errors in css blocks in html files 
2018-3,2018-3,True,2018-3,2018-3,Handle special characters in markdown slugify
2018-3,2018-3,True,2018-3,2018-3,Add markdown header based folding
2018-9,2018-3,False,,2018-3,Add prev/next panel item actions. Fix #44625
2018-3,2018-3,False,,2018-3,fixes #44544
2018-3,2018-3,False,,2018-3,Add CodeTriage badge to microsoft/vscode
2018-3,2018-3,True,2018-3,2018-3,Edit pass on built-in extension descriptions
2018-3,2018-3,True,2018-3,2018-3,Added Mac specific text for link follow tooltip
2018-3,2018-3,True,2018-3,2018-3,Isidorn/next
2018-3,2018-3,True,2018-3,2018-3,fixes flickering info box
2018-3,2018-3,False,,2018-3,Fix for #44833
2018-5,2018-3,True,2018-5,2018-3,enable CLI when invoked from WSL on modern (RS4) hosts
2018-3,2018-3,True,2018-3,2018-3,Put .split-view-view's into a container
2018-3,2018-3,True,2018-3,2018-3,Remove old code from when suggest docs was shown inline 
2018-3,2018-3,False,,2018-3,Config Tests - Check Filename
2018-3,2018-3,True,2018-3,2018-3,Enabled 'Open to the side' command only for files
2018-3,2018-3,True,2018-3,2018-3,Remove flatpak task
2018-3,2018-3,False,,2018-3,Fix #30450
2018-9,2018-3,True,2018-9,2018-3,"Keeping find input value unchanged on replace if find input is active, fixes #41027"
2018-4,2018-3,True,2018-4,2018-3,move huge file params to user config for Microsoft/vscode#44986 and mechatroner/vscode_rainbow_csv#3
2018-3,2018-3,True,2018-3,2018-3,Case insensitive comment string matching
2019-10,2018-3,False,,2018-3,try to fix search file with ./
2018-4,2018-3,False,,2018-3,"in Chinese users most understanding mind, repository should better be `托管库`"
2018-3,2018-3,False,,2018-3,Integrated Terminal Bash - backslashes instead of forward slashes
2018-3,2018-3,True,2018-3,2018-3,removed space - marketplace is only one word
2018-3,2018-3,False,,2018-3,QuickOpen Input: Fixes Validation which produces #42763
2018-3,2018-3,True,2018-3,2018-3,Emmet - Wrap with abbreviation with live preview
2018-3,2018-3,False,,2018-3,fixes #43687
2018-3,2018-3,True,2018-3,2018-3,Debug icon consistensy pass
2018-3,2018-3,True,2018-3,2018-3,2018-03-06. Merged in translations from Transifex.
2018-3,2018-3,True,2018-3,2018-3,"Emmet: when wrapping, skip lines with no characters selected"
2018-3,2018-3,True,2018-3,2018-3,Use fork of nsfw with linux symlink fix
2018-3,2018-3,True,2018-3,2018-3,"Revert ""Debug icon consistensy pass"""
2018-3,2018-3,True,2018-3,2018-3,Organize imports for js and ts
2018-3,2018-3,True,2018-3,2018-3,Adding Emmet preference for changing fuzzySearchMinScore
2018-7,2018-3,False,,2018-3,Add defining span to definition provider API
2018-3,2018-3,True,2018-3,2018-3,Debug icons consistency and housekeeping work
2018-6,2018-3,True,2018-6,2018-3,Show warning when git commit input box only contains whitespaces
2018-3,2018-3,False,,2018-3,Update gulp-atom-electron to 1.16.0 to fix duplicated icns issue
2018-3,2018-3,False,,2018-3,Add code.ps1 for Windows PowerShell
2018-3,2018-3,False,,2018-3,Adds workspace config for submodules detection limit
2018-3,2018-3,True,2018-3,2018-3,"Revert ""Debug icons consistency and housekeeping work"""
2018-3,2018-3,True,2018-3,2018-3,listService: forget about disposed lists
2018-3,2018-3,True,2018-3,2018-3,add window.openWithoutArgumentsInNewWindow
2018-6,2018-3,True,2018-6,2018-3, Hide ahead push arrow if remote push URL is no_push 
2018-3,2018-3,False,,2018-3,Fixed Alt+Click Multi-Cursor menu label
2018-3,2018-3,True,2018-3,2018-3,Build with TS 2.7
2018-3,2018-3,False,,2018-3,HelloWorld
2018-3,2018-3,True,2018-3,2018-3,Support file explorer horizontal scrolling
2018-7,2018-3,False,,2018-3,fix #18231
2018-3,2018-3,True,2018-3,2018-3,enable multi root DnD
2018-3,2018-3,True,2018-3,2018-3,Debug icon polish
2018-3,2018-3,True,2018-3,2018-3,Ts suggest diagnostics
2018-3,2018-3,True,2018-3,2018-3,Emmet in Interactive Playground
2018-3,2018-3,True,2018-3,2018-3,March path completion improvements
2018-3,2018-3,True,2018-3,2018-3,Adding Live Preview for Wrapping Individual Lines with Abbreviation
2018-3,2018-3,False,,2018-3,Use halfwidth arrow for tab
2018-3,2018-3,True,2018-3,2018-3,Standardize transpose logic. Add basic support for transposing multibyte characters.
2018-3,2018-3,True,2018-3,2018-3,"Add multicursor support to ""Select to Bracket"""
2018-3,2018-3,True,2018-3,2018-3,Git merge / commit -a / focus back the integrated terminal
2018-7,2018-3,True,2018-7,2018-3,Support for updating extensions from CLI
2018-3,2018-3,True,2018-3,2018-3,"Make problem counters consistent, fixes #45592"
2018-3,2018-3,False,,2018-3,Ben/sqlite
2018-3,2018-3,True,2018-3,2018-3,Adjusted icon size
2018-3,2018-3,False,,2018-3,Don't save the layout if it was centered only because of the zenmode
2018-3,2018-3,True,2018-3,2018-3,Use yarn rather than gulp for building tests
2018-3,2018-3,True,2018-3,2018-3,Fix #30450
2018-3,2018-3,True,2018-3,2018-3,Centered layout in horizontal mode
2018-3,2018-3,True,2018-3,2018-3,More tweaks for #45406
2018-3,2018-3,True,2018-3,2018-3,Properly set electron version in env scripts
2018-3,2018-3,False,,2018-3,Suggestion to fix #45590
2018-3,2018-3,True,2018-3,2018-3,Adds workspace config for submodules detection limit
2018-3,2018-3,True,2018-3,2018-3,Update file extensions for the ini language
2018-3,2018-3,True,2018-3,2018-3,updateInlineDecorations when model content changes
2018-3,2018-3,False,,2018-3,paths: isEqual and isEqualOrParent trim trailing slash from path
2018-3,2018-3,True,2018-3,2018-3,make sure yml extesion is default for yaml files
2018-4,2018-3,False,,2018-3,resources: ignore trailing slash when comparing
2018-3,2018-3,False,,2018-3,Fix zenmode restore
2018-3,2018-3,True,2018-3,2018-3,path completion for css. fix #45235
2018-3,2018-3,True,2018-3,2018-3,Hide tab fade until text overflows with sizing-shrink and close-button-left/off (fix #45728)
2018-3,2018-3,True,2018-3,2018-3,Enable search of local Typescript Language Service Plugins (fix #45856)
2018-3,2018-3,True,2018-3,2018-3,added the key bindings for first and last selection in suggestions.
2018-3,2018-3,True,2018-3,2018-3,Move logDirectory to ExtensionContext
2018-3,2018-3,True,2018-3,2018-3,Better uninstall dialog for extensions with dependencies. Fix #45197
2018-3,2018-3,True,2018-3,2018-3,Conditional breakpoint icon polish for #45406
2018-3,2018-3,True,2018-3,2018-3,Fixes #21423 | Add ANSI colour tokens as children of existing tokens
2018-3,2018-3,True,2018-3,2018-3,update to electron 1.7.12
2018-3,2018-3,True,2018-3,2018-3,Leverage notification progress support for progress API
2018-3,2018-3,False,,2018-3,Added the `search.action.openResult` command
2018-8,2018-3,False,,2018-3,Address VSCode issue 45679
2018-3,2018-3,True,2018-3,2018-3,Support quickSuggestions in JSDoc Types
2021-4,2018-3,False,,2018-3,Remember last abbreviations used in wrap with abbreviation.
2018-3,2018-3,True,2018-3,2018-3,Avoid accessing vsWorker of undefined / null value
2018-3,2018-3,True,2018-3,2018-3,Fixes #46027 by using box-shadow css to render guides
2018-3,2018-3,True,2018-3,2018-3,Add getWorker to MonacoEnvironment
2018-3,2018-3,True,2018-3,2018-3,#21423 | Add underline styling to debug console
2018-3,2018-3,True,2018-3,2018-3,Removing unnecessary lines in .travis.yml
2018-3,2018-3,True,2018-3,2018-3,Add more time-based variables for snippets
2018-3,2018-3,True,2018-3,2018-3,Workaround smooth scroll issues on Windows
2018-6,2018-3,True,2018-6,2018-3,[GIT EXTENSION] Add Custom Foreground Color for Files Added to Index
2018-6,2018-3,True,2018-6,2018-3,Restore focus on message field when git include multiple projects.
2018-3,2018-3,True,2018-3,2018-3,Status bar spinner is white in light themes and hard to see
2018-4,2018-3,True,2018-4,2018-3,multi-path creation in explorer: validation detects if file is not leaf
2018-3,2018-3,True,2018-3,2018-3, CancellationTokenSource.dispose() should not cancel()
2018-3,2018-3,True,2018-3,2018-3,CSS Folding
2018-3,2018-3,True,2018-3,2018-3,Move log level API to env
2018-3,2018-3,True,2018-3,2018-3,Simple widget editor that is hidden from extensions
2018-3,2018-3,True,2018-3,2018-3,API - Expose TreeView in API
2018-3,2018-3,False,,2018-3,Suggested menu toggle fix. Solves #41070 #35010 #37724
2019-11,2018-3,False,,2018-3,Fix #46179
2018-3,2018-3,True,2018-3,2018-3,Add button to reload window with increase memory limit
2018-3,2018-3,True,2018-3,2018-3,Fixes #46075
2018-3,2018-3,True,2018-3,2018-3,explorer: use map for ExplorerItem children to reduce isEqualOrParent calls
2018-3,2018-3,True,2018-3,2018-3,Focus terminal after toggling via `workbench.action.terminal.toggleTerminal`
2018-5,2018-3,False,,2018-3,#45079 line breaks in user snippets
2018-3,2018-3,True,2018-3,2018-3,HTML path refactor
2018-3,2018-3,True,2018-3,2018-3,Rename logPoint action to match other breakpoint actions
2018-3,2018-3,True,2018-3,2018-3,Fix for #46106
2018-3,2018-3,True,2018-3,2018-3,Add context menu to search tree
2018-3,2018-3,False,,2018-3,Multi-Select Quick-Pick API
2018-3,2018-3,False,,2018-3,Add s (single line) flag to javascript regex
2018-3,2018-3,True,2018-3,2018-3,Stylesheet partial parse
2018-4,2018-3,True,2018-4,2018-3,Add webview restoration api proposal
2018-3,2018-3,True,2018-3,2018-3,Change to prevent fakeFireContinued when initiating time-travel
2018-4,2018-3,True,2018-4,2018-3,Split Terminal Command based on Workspace Path  #45694
2018-3,2018-3,False,,2018-3,"Fixes #45848 Long file paths for window.title"": ""${activeEditorLong}"" "
2018-4,2018-3,False,,2018-3,Fix for #31157
2018-3,2018-3,True,2018-3,2018-3,Markdown Security Policy to allow local HTTP content
2018-5,2018-3,False,,2018-3,Modify file path before sending to WSL Bash
2018-3,2018-3,True,2018-3,2018-3,DropDown: Remove old-duplicates option-disabled class. Addresses: #46011
2019-8,2018-3,False,,2018-3,feat(feedback): improve feedback ui using the twitter-text API
2018-3,2018-3,True,2018-3,2018-3,fix(feedback): use the Button widget in Feedback form. Closes #46490
2018-3,2018-3,True,2018-3,2018-3,DropDown: Remove prior option-disabled class.  Fixes: #46011
2018-3,2018-3,True,2018-3,2018-3,"fixed terminal doesn't open when window has no folders, fixes #46139"
2018-3,2018-3,True,2018-3,2018-3,debug: introduce breakpoint editor
2019-1,2018-3,False,,2018-3,"Work in progress, added user setting"
2018-4,2018-3,True,2018-4,2018-3,Electron v2.0.0
2018-5,2018-3,True,2018-5,2018-3,Fixes #46509 - Added key binding to disable a single breakpoint
2018-3,2018-3,False,,2018-3,Src and smoketests changes for: Consider changing the focus after staging a file #15112
2018-3,2018-3,True,2018-3,2018-3,Fix for #46745
2018-3,2018-3,True,2018-3,2018-3,HTTPS link
2018-4,2018-3,False,,2018-3,"Problems: Changed ""Filter by type or text"" to ""Filter"""
2018-3,2018-3,True,2018-3,2018-3,reset cwd right before relaunch
2018-3,2018-3,False,,2018-3,Avoid error handling when error is null
2018-4,2018-3,True,2018-4,2018-3,Allow a space between # and `region` for folding in Python
2018-4,2018-3,True,2018-4,2018-3,"Show notification when running with extensions disabled, fixes #46817"
2018-3,2018-3,True,2018-3,2018-3,Css partial parse refactoring
2018-3,2018-3,False,,2018-3,"""tag_classes"" will be treated as css classes"
2018-4,2018-3,True,2018-4,2018-3,Different border styles for HC (#45479)
2018-7,2018-3,True,2018-7,2018-3,Respect ownership on code command installation
2018-3,2018-3,True,2018-3,2018-3,Adding tests for stylesheets partial parsing
2018-3,2018-3,True,2018-3,2018-3,Adding setting for disabling partial parsing in stylesheets
,2018-3,False,,2018-3,#40288 find replace in resolved config variable
2018-4,2018-3,True,2018-4,2018-3,[INTEGRATED-TERMINAL] Clear selection by pressing escape key
2018-4,2018-3,True,2018-4,2018-3,"SelectBox: Add bounds checking on selected option.  Addresses: #43475, #44309"
2018-4,2018-4,True,2018-4,2018-4,#46860 make git delete popup modal
2018-4,2018-4,True,2018-4,2018-4,#46785 open root folder when no file is in focus and reveal in finder
2018-5,2018-4,True,2018-5,2018-4,Adding [Reindent Selected Lines] command.
2018-4,2018-4,False,,2018-4,Add Baltic DOS encoding.
2018-8,2018-4,False,,2018-4,Add Baltic DOS encoding.
2018-4,2018-4,True,2018-4,2018-4,Welcome: Overlay could mention new notifications location (fixes #45061)
2018-9,2018-4,False,,2018-4,Compile down to es6
2018-4,2018-4,True,2018-4,2018-4,"Use windows-process-tree module to list processes, #46433"
2018-4,2018-4,True,2018-4,2018-4, Change explorer model to a Map to fix #47120
2018-4,2018-4,True,2018-4,2018-4,implemented start debugger on restart debugger if debugger isn't started
2018-4,2018-4,True,2018-4,2018-4,add monaco-typecheck tasks
2018-7,2018-4,True,2018-7,2018-4,#47041 fixed the scrolling of the editor and cursor after the revert …
2018-9,2018-4,False,,2018-4,"""Clear Recently Opened"" now clears editor history"
2018-4,2018-4,True,2018-4,2018-4,Electron v2.0.0
2018-4,2018-4,True,2018-4,2018-4,Fail build when settings search build id generation fails
2018-4,2018-4,True,2018-4,2018-4,Split out `Webview` from `WebviewEditor` in proposed API
2018-9,2018-4,False,,2018-4,fixes #29553 preserve quick open input on escape
2018-4,2018-4,False,,2018-4,Use em dash instead of hyphen in name
2018-4,2018-4,True,2018-4,2018-4,Fixed isInsalled typo in source
2018-4,2018-4,True,2018-4,2018-4,"SelectBox: Bounds check/adjust selected option (Fix2). Addresses: #43475, #44309"
2018-4,2018-4,True,2018-4,2018-4,Tiny typographic change
2018-4,2018-4,True,2018-4,2018-4,Improve smoke tests stability and performance
2018-4,2018-4,True,2018-4,2018-4,Build: automatically upload symbols and create versions
2018-4,2018-4,True,2018-4,2018-4,Allowed preceding spaces in fileActions.ts file names
2018-4,2018-4,False,,2018-4,Prevent natives module from being imported
2018-4,2018-4,True,2018-4,2018-4,Update C# TextMate grammar with latest bug fixes
2018-4,2018-4,True,2018-4,2018-4,"Add process explorer, #41045"
2018-4,2018-4,True,2018-4,2018-4,Add  opacity decoration option
2018-4,2018-4,True,2018-4,2018-4,monaco-editor: web ide app `worksapce/symbol` Reuse document/symbol s…
2018-7,2018-4,True,2018-7,2018-4,"Fix #44776 - Error on ""Undo Last Commit"" if executed against the initial commit"
2018-4,2018-4,True,2018-4,2018-4,added the workspace symbol provider for markdown #46406
2018-4,2018-4,False,,2018-4,"Fix C++ synatx highlighting error in macros with extern ""C"""
2018-4,2018-4,True,2018-4,2018-4,Allow extensions to access all terminals
2018-4,2018-4,True,2018-4,2018-4,Fix #46639
2018-4,2018-4,True,2018-4,2018-4,CodeActionProvider.providedKinds
2018-4,2018-4,True,2018-4,2018-4,Update settings descriptions to match vscode-docs PR#1530
2018-4,2018-4,True,2018-4,2018-4,Adding fold markers region/endregion for YAML.
2018-6,2018-4,True,2018-6,2018-4,Allow customization of the viewlets in the default Extensions view
2018-4,2018-4,True,2018-4,2018-4,Exclude yarn-error from hygiene
2018-4,2018-4,True,2018-4,2018-4, set background-color explicitly instead of shorthand declaration #47752
2018-4,2018-4,False,,2018-4,"Maxranges, for Microsoft/vscode-css-languageservice#89"
2018-7,2018-4,True,2018-7,2018-4,implement push success notification for issue #39039
2018-6,2018-4,False,,2018-4,add tooltips to extension navbar
2018-4,2018-4,False,,2018-4,Create am2oo
2018-7,2018-4,True,2018-7,2018-4,Commit always using sign off flag setting  47395
2018-4,2018-4,True,2018-4,2018-4,Move TS/JS to use organize imports codeAction instead of command
2019-10,2018-4,False,,2018-4,Skip quick picker when there is only one task to select from
2018-4,2018-4,True,2018-4,2018-4,"Add buttons terminate and restart to ""already active"" task notification."
2018-4,2018-4,True,2018-4,2018-4,Fix #33132: Regenerate php functions.
,2018-4,False,,2018-4,Fix #38321 -- Provide navigation through git merge conflicts with codelens
2018-10,2018-4,True,2018-10,2018-4,Fix #45853 
2018-7,2018-4,True,2018-7,2018-4,add support for ignored repositories list #46763
